Quotes,Author,Political Orientation
"This is nothing but a political persecution. It`s not even an investigation.  This is purely and straightforwardly an assault. I want to talk about what these lazy, indolent, passive son of a guns can do on a declaration of war against the radical dems against the president and the American republic.",Lou Dobbs,Right
"What I fear is a new direction for the president and his administration and what could very likely be a catastrophe for the working men and women, small business and entrepreneurs, our middle class, the American family, the very people this president has represented from the moment he announced he would run for the presidency.That Mr. Trump would advance the interest of the globalist elites ahead of our citizens would be a tragic reversal on any day,But today, on the same day the Commerce Department reported the United States had the largest trade deficit in our history ... it all means the White House has simply lost its way.The nation’s heart will be, after all, broken by the very same people who brought 50 years of consecutive trade deficit and the export of millions of middle-class jobs and who have fed the swamp for decades",Lou Dobbs,Right
"I will say that the Muslim terrorists were practicing pure Islam, original Islam.",Pamela Geller,Right
"Islam is the most antisemitic, genocidal ideology in the world.",Pamela Geller,Right
I believe most Muslims are secular. I don't believe that most Muslims subscribe to devout fundamentalist Islam by any stretch of the imagination. And we need the secular Muslims to win the battle for the reformation of Islam.,Pamela Geller,Right
"Never, ever retract. The smell of weakness is like blood to sharks.",Pamela Geller,Right
"Do not think for one second that what you do is not important. Do not believe one second that individual can't change the course of human events, because individual can and does and will change the course of human events.",Pamela Geller,Right
"I have never said that the terrorists' interpretation of Islam is the accurate or correct one. But I have pointed out that the terrorists portray themselves quite successfully among Muslims as the exponents of true and pure Islam, and moderates have mounted no successful response as yet.",Robert Spencer,Right
"I was surprised to see that there was indeed religiously sanctioned violence in it, as well as some others things which I found disturbing. But it was all intriguing, because I was entranced by the shorter, poetic chapters. I thought it very striking that this beauty could co-exist with clear mandates for warfare and violence against unbelievers.",Robert Spencer,Right
"Here’s why the life of Muhammad [and Jesus] matters: Contrary to what many secularists would have us believe, religions are not entirely determined (or distorted) by the faithful over time. The lives and words of the founders remain central, no matter how long ago they lived. The idea that believers shape religion is derived, instead, from the fashionable 1960s philosophy of deconstructionism, which teaches that written words have no meaning other than that given to them by the reader. Equally important, it follows that if the reader alone finds meaning, there can be no truth (and certainly no religious truth); one person’s meaning is equal to another’s. Ultimately, according to deconstructionism, we all create our own set of “truths,” none better, or worse than any other. Yet for the religious man or woman on the streets of Chicago, Rome, Jerusalem, Damascus, Calcutta, and Bangkok, the words of Jesus, Moses, Muhammad, Krishna, and Buddha mean something far greater than any individual’s rendering of them. And even to the less-than-devout reader, the words of these great religious leaders are clearly not equal in their meaning.",Robert Spencer,Right
"Europe could be Islamic by the end of the twenty-first century. … Will tourists in Paris in the year 2015 take a moment to visit the ""mosque of Notre Dame"" and the ""Eiffel Minaret?"" Through massive immigration and official dhimmitude from European leaders, Muslims are accomplishing today what they have failed to do at the time of the Crusaders: conquer Europe. If demographic trends continue, France, Holland, and other Western European nations could have Muslim majorities by middle of this century. … What Europe has long sown it is now reaping. In her book Eurabia, Bat Ye'or, the pioneering historian of dhimmitude, chronicles how this has come to pass. Europe, she explains, began thirty years ago to travel down a path of appeasement, accommodation, and cultural abdication in pursuit of shortsighted political and economic benefits. She observes that today, ""Europe has evolved from a Judeo-Christian civilization, with important post-Enlightenment/secular elements, to a 'civilization of dhimmitude,' i.e., Eurabia: a secular-Muslim transitional society with its traditional Judeo-Christian mores rapidly disappearing."" … France and Germany have pursued a different strategy, attempting to establish the European Union as a global counterweight of the United States—a strategy that involves close cooperation with the Arab League.",Robert Spencer,Right
